39 18060 63551
0 0     1.597070e+03 4.733700e+02
36 11039     7.658300e+02 3.109100e+02
0 11040     -1.620220e+03 2.178500e+02
30 11040     -7.106900e+02 1.085000e+02
36 11040     7.658300e+02 3.109100e+02
0 11041     4.116003e+01 2.627400e+02
30 11041     6.781899e+02 -2.007800e+02
0 11042     1.517930e+03 3.282700e+02
26 11042     4.977000e+02 3.056600e+02
0 11043     -6.045300e+02 4.340801e+02
32 11043     6.747998e+01 3.751899e+02
0 11044     -4.318800e+02 6.212400e+02
30 11044     5.638101e+02 1.027800e+02
0 11045     -1.677900e+03 6.864200e+02
35 11045     -1.024200e+02 3.356300e+02
0 11046     -8.295200e+02 6.946400e+02
35 11046     2.648101e+02 3.904600e+02
0 11047     1.850100e+02 3.031006e+01
30 11047     7.143300e+02 -2.655500e+02
0 11048     3.221499e+02 6.856006e+01
30 11048     7.544700e+02 -2.539400e+02
0 11049     2.644600e+02 9.266003e+01
30 11049     7.385900e+02 -2.478700e+02
0 11050     2.644600e+02 9.266003e+01
30 11050     7.385900e+02 -2.478700e+02
0 11051     1.025910e+03 1.158199e+02
22 11051     -2.851900e+02 1.991000e+02
26 11051     8.018994e+01 1.583300e+02
0 11052     2.769700e+02 1.247100e+02
30 11052     7.421200e+02 -2.390900e+02
0 11053     2.769700e+02 1.247100e+02
30 11053     7.421200e+02 -2.390900e+02
0 11054     3.120900e+02 1.791899e+02
30 11054     7.511600e+02 -2.239500e+02
0 11055     8.729600e+02 2.337000e+02
22 11055     -3.749500e+02 2.584800e+02
0 11056     -1.441760e+03 2.358401e+02
30 11056     -5.142300e+02 1.283800e+02
0 11057     -7.750500e+02 3.402800e+02
35 11057     3.011801e+02 2.208500e+02
0 11058     -7.898600e+02 4.005200e+02
35 11058     2.931000e+02 2.488200e+02
0 11059     -5.186100e+02 4.540500e+02
26 11059     -3.588300e+02 2.632000e+02
27 11059     -3.447000e+02 2.033600e+02
0 11060     -1.454370e+03 5.009299e+02
35 11060     1.050049e+00 2.599500e+02
0 11061     -5.698900e+02 5.079399e+02
30 11061     4.893300e+02 4.965997e+01
0 11062     -5.308500e+02 6.264399e+02
32 11062     1.405300e+02 5.455900e+02
0 11063     1.562000e+02 5.059998e+01
30 11063     7.056899e+02 -2.603000e+02
0 11064     1.620550e+03 1.872800e+02
26 11064     5.705000e+02 1.910100e+02
0 11065     9.252600e+02 2.027600e+02
22 11065     -3.445700e+02 2.414700e+02
0 11066     3.319099e+02 2.291000e+02
30 11066     7.592900e+02 -2.095100e+02
0 11067     -7.632900e+02 3.189800e+02
35 11067     3.064700e+02 2.114800e+02
0 11068     -7.632900e+02 3.189800e+02
35 11068     3.064700e+02 2.114800e+02
0 11069     -7.753300e+02 3.209000e+02
15 11069     9.012000e+02 2.507700e+02
0 11070     2.543500e+02 3.894000e+02
30 11070     7.334600e+02 -1.666800e+02
0 11071     -5.569301e+02 4.933500e+02
30 11071     4.960601e+02 4.062000e+01
0 11072     -5.855900e+02 5.073401e+02
26 11072     -4.139600e+02 2.985500e+02
32 11072     8.864001e+01 4.402700e+02
0 11073     -7.995800e+02 5.708500e+02
30 11073     1.666200e+02 5.615800e+02
0 11074     -4.609100e+02 6.959000e+02
30 11074     5.459500e+02 1.467700e+02
0 11075     -9.141400e+02 7.247200e+02
19 11075     6.208199e+02 7.732700e+02
20 11075     -1.181210e+03 1.351300e+02
23 11075     -6.133400e+02 -2.637000e+01
0 11076     -1.347750e+03 7.986500e+02
35 11076     3.646997e+01 4.016100e+02
0 11077     -7.581300e+02 8.206300e+02
15 11077     8.700699e+02 5.799700e+02
0 11078     -1.391960e+03 2.468005e+01
30 11078     -4.550900e+02 -1.042000e+02
0 11079     1.972800e+02 2.841003e+01
30 11079     7.185900e+02 -2.659100e+02
0 11080     9.908301e+02 9.171997e+01
26 11080     5.568005e+01 1.387700e+02
0 11081     1.079120e+03 9.464001e+01
26 11081     1.157700e+02 1.415600e+02
0 11082     1.499810e+03 1.141899e+02
26 11082     4.780800e+02 1.402300e+02
0 11083     1.600830e+03 1.649900e+02
26 11083     5.563400e+02 1.745900e+02
0 11084     7.601699e+02 2.331200e+02
22 11084     -4.379600e+02 2.499700e+02
0 11085     -1.616210e+03 2.540300e+02
35 11085     -6.232001e+01 1.440300e+02
0 11086     1.090560e+03 2.648401e+02
8 11086     2.321100e+02 3.181000e+02
26 11086     1.128500e+02 2.952900e+02
0 11087     -1.664550e+03 3.220601e+02
30 11087     -7.625600e+02 2.244600e+02
35 11087     -8.500000e+01 1.731500e+02
0 11088     -1.182070e+03 3.740601e+02
34 11088     -5.801700e+02 3.350601e+02
0 11089     2.333101e+02 3.974900e+02
30 11089     7.293199e+02 -1.637400e+02
0 11090     2.333101e+02 3.974900e+02
30 11090     7.293199e+02 -1.637400e+02
0 11091     1.671530e+03 4.024500e+02
26 11091     6.054301e+02 3.612400e+02
0 11092     -2.140100e+02 4.781400e+02
30 11092     6.728900e+02 9.929993e+00
0 11093     -5.420800e+02 4.892800e+02
30 11093     5.047600e+02 3.676001e+01
0 11094     -4.229700e+02 4.964299e+02
26 11094     -2.966500e+02 2.812800e+02
0 11095     -4.942800e+02 5.131200e+02
30 11095     5.307900e+02 4.995001e+01
0 11096     -4.959900e+02 5.210400e+02
30 11096     5.297600e+02 5.421002e+01
0 11097     2.951100e+02 6.421500e+02
30 11097     7.540500e+02 -8.709003e+01
0 11098     -7.039500e+02 6.456300e+02
35 11098     3.207500e+02 3.872800e+02
0 11099     3.071801e+02 6.501899e+02
30 11099     7.584100e+02 -8.403998e+01
0 11100     -8.364400e+02 6.549600e+02
35 11100     2.640300e+02 3.693101e+02
0 11101     -1.332430e+03 6.565701e+02
34 11101     -6.747200e+02 5.280300e+02
0 11102     -8.556200e+02 6.606200e+02
35 11102     2.552800e+02 3.700000e+02
0 11103     -1.438610e+03 6.789399e+02
34 11103     -7.848000e+02 5.475601e+02
0 11104     -1.702740e+03 8.423000e+02
14 11104     -4.377500e+02 5.494399e+02
19 11104     -2.342200e+02 8.085800e+02
0 11105     -9.366700e+02 8.772400e+02
35 11105     2.000000e+02 4.954399e+02
0 11106     8.093301e+02 3.563000e+01
22 11106     -4.095400e+02 1.387700e+02
0 11107     1.015930e+03 8.657996e+01
26 11107     7.313000e+01 1.341200e+02
0 11108     -1.470740e+03 1.172900e+02
30 11108     -5.419400e+02 -1.619995e+00
0 11109     1.000040e+03 1.200601e+02
22 11109     -3.227300e+02 2.032800e+02
0 11110     1.013510e+03 1.466200e+02
26 11110     7.239001e+01 1.854500e+02
0 11111     8.738101e+02 1.893000e+02
22 11111     -3.743400e+02 2.319199e+02
0 11112     1.648410e+03 1.898600e+02
26 11112     5.911300e+02 1.927600e+02
0 11113     8.492500e+02 2.335500e+02
22 11113     -3.883300e+02 2.566400e+02
0 11114     8.625701e+02 2.378800e+02
22 11114     -3.806700e+02 2.596899e+02
0 11115     -1.294320e+03 2.520300e+02
30 11115     -3.583000e+02 1.512400e+02
0 11116     -1.672790e+03 2.522200e+02
30 11116     -7.697800e+02 1.469500e+02
0 11117     -1.538200e+03 3.173201e+02
30 11117     -6.201700e+02 2.182500e+02
0 11118     -9.049000e+02 3.433700e+02
35 11118     2.441300e+02 2.116500e+02
0 11119     -1.581940e+03 4.334900e+02
34 11119     -8.464600e+02 3.854299e+02
0 11120     -5.421200e+02 4.484099e+02
26 11120     -3.773300e+02 2.606400e+02
30 11120     5.053400e+02 1.389001e+01
0 11121     -7.394300e+02 4.497900e+02
15 11121     9.145601e+02 3.346500e+02
0 11122     -5.133400e+02 4.595701e+02
30 11122     5.210601e+02 1.784003e+01
32 11122     1.887800e+02 3.865000e+02
0 11123     -4.389100e+02 4.777100e+02
30 11123     5.594800e+02 2.392999e+01
0 11124     -4.206700e+02 4.886000e+02
30 11124     5.690800e+02 2.939001e+01
0 11125     -8.338900e+02 5.118500e+02
15 11125     8.751899e+02 3.645601e+02
0 11126     -4.387400e+02 5.311599e+02
30 11126     5.592400e+02 5.442999e+01
0 11127     -1.253930e+03 5.619700e+02
30 11127     -3.263500e+02 5.036700e+02
0 11128     -1.597270e+03 6.259199e+02
30 11128     -6.946700e+02 5.616200e+02
0 11129     -1.387410e+03 6.319199e+02
30 11129     -4.664500e+02 5.714600e+02
0 11130     -8.413900e+02 6.467400e+02
30 11130     1.175800e+02 6.472400e+02
0 11131     -8.723400e+02 6.563500e+02
30 11131     8.314001e+01 6.530699e+02
0 11132     -1.412950e+03 6.583400e+02
34 11132     -7.281600e+02 5.310601e+02
0 11133     -4.964500e+02 6.619100e+02
32 11133     1.994900e+02 5.719900e+02
0 11134     -9.353700e+02 6.726899e+02
30 11134     1.332996e+01 6.623800e+02
35 11134     2.195100e+02 3.690400e+02
0 11135     -1.425260e+03 7.156100e+02
4 11135     -1.704500e+02 5.639500e+02
5 11135     -1.036010e+03 8.296600e+02
7 11135     -1.163860e+03 7.499100e+02
10 11135     -1.531770e+03 2.560999e+01
14 11135     -2.820500e+02 4.858101e+02
15 11135     5.560000e+02 4.574200e+02
16 11135     -6.501000e+02 6.047600e+02
19 11135     1.637200e+02 7.278000e+02
21 11135     -1.863200e+02 -6.051700e+02
34 11135     -7.366200e+02 5.701600e+02
35 11135     6.530029e+00 3.598600e+02
36 11135     8.919200e+02 6.059500e+02
0 11136     8.440701e+02 -5.791003e+01
22 11136     -3.892500e+02 8.627002e+01
0 11137     9.228999e+02 7.825000e+01
22 11137     -3.456500e+02 1.690601e+02
0 11138     8.083101e+02 8.664001e+01
22 11138     -4.107500e+02 1.690200e+02
0 11139     1.505580e+03 1.037000e+02
26 11139     4.836200e+02 1.309900e+02
0 11140     4.975300e+02 1.761400e+02
35 11140     9.647000e+02 1.778700e+02
0 11141     -7.030500e+02 2.220500e+02
26 11141     -4.649600e+02 1.362800e+02
0 11142     -6.985699e+02 2.255701e+02
30 11142     4.239000e+02 -1.068500e+02
0 11143     -1.480320e+03 2.508600e+02
30 11143     -5.544900e+02 1.442100e+02
0 11144     7.501899e+02 2.798700e+02
22 11144     -4.435100e+02 2.773000e+02
0 11145     5.900901e+02 3.074199e+02
22 11145     -5.314300e+02 2.841200e+02
0 11146     -1.202420e+03 3.360200e+02
30 11146     -2.609700e+02 2.489500e+02
0 11147     -1.675880e+03 3.716400e+02
30 11147     -7.763200e+02 2.794100e+02
0 11148     -7.455200e+02 4.153700e+02
30 11148     2.309900e+02 3.878900e+02
35 11148     3.117100e+02 2.611600e+02
0 11149     -5.635400e+02 4.444399e+02
30 11149     4.924200e+02 1.290002e+01
0 11150     4.514800e+02 4.955801e+02
32 11150     -1.097400e+02 4.003000e+02
33 11150     -8.613300e+02 5.916100e+02
0 11151     -4.193400e+02 5.091000e+02
26 11151     -2.954100e+02 2.876400e+02
30 11151     5.705000e+02 4.159003e+01
0 11152     -1.301070e+03 5.468301e+02
34 11152     -6.546100e+02 4.532400e+02
35 11152     6.573999e+01 2.871200e+02
0 11153     -1.436710e+03 5.701200e+02
30 11153     -5.220200e+02 5.048300e+02
0 11154     -1.436710e+03 5.701200e+02
30 11154     -5.220200e+02 5.048300e+02
36 11154     8.830500e+02 5.180500e+02
0 11155     -7.398200e+02 6.032800e+02
30 11155     2.321500e+02 6.190699e+02
0 11156     -1.689620e+03 6.922900e+02
30 11156     -8.036400e+02 6.382600e+02
0 11157     -1.424910e+03 7.064800e+02
30 11157     -5.144500e+02 6.596200e+02
0 11158     -1.707830e+03 8.276400e+02
14 11158     -4.402100e+02 5.421400e+02
0 11159     8.355400e+02 -4.893005e+01
22 11159     -3.942800e+02 9.159003e+01
0 11160     1.101480e+03 9.264001e+01
8 11160     2.289600e+02 6.696997e+01
26 11160     1.323500e+02 1.403900e+02
0 11161     9.985701e+02 1.256300e+02
22 11161     -3.014400e+02 2.026799e+02
0 11162     1.005080e+03 1.272400e+02
26 11162     6.713000e+01 1.671600e+02
0 11163     9.780000e+02 1.357500e+02
26 11163     4.905005e+01 1.740700e+02
0 11164     6.740801e+02 1.829199e+02
22 11164     -4.853400e+02 2.178500e+02
0 11165     1.562290e+03 1.875701e+02
26 11165     5.290300e+02 1.928100e+02
0 11166     -1.282740e+03 2.278401e+02
30 11166     -3.451600e+02 1.245700e+02
0 11167     9.230300e+02 2.391300e+02
26 11167     1.268005e+01 2.607400e+02
0 11168     5.849299e+02 2.399299e+02
35 11168     1.018370e+03 2.176100e+02
0 11169     1.548750e+03 2.717900e+02
26 11169     5.194301e+02 2.587400e+02
0 11170     1.104090e+03 2.974399e+02
33 11170     -5.226400e+02 3.855100e+02
0 11171     1.540660e+03 3.247900e+02
26 11171     5.150800e+02 3.000300e+02
0 11172     -1.688230e+03 3.334700e+02
30 11172     -7.886400e+02 2.372000e+02
0 11173     1.634180e+03 3.463800e+02
25 11173     -3.594700e+02 -2.282000e+02
29 11173     -7.072500e+02 2.097000e+02
0 11174     -9.876300e+02 3.516000e+02
34 11174     -4.649500e+02 3.176400e+02
0 11175     -1.663240e+03 3.608700e+02
30 11175     -7.621800e+02 2.671100e+02
0 11176     -1.175240e+03 4.663700e+02
30 11176     -2.364200e+02 3.980601e+02
0 11177     1.686910e+03 5.555000e+02
26 11177     6.102000e+02 4.987500e+02
0 11178     -1.495330e+03 6.830300e+02
30 11178     -5.912200e+02 6.313500e+02
0 11179     -1.424850e+03 7.007200e+02
34 11179     -7.363200e+02 5.612400e+02
0 11180     -1.227620e+03 7.511300e+02
34 11180     -6.074200e+02 5.890200e+02
0 11181     -1.246780e+03 7.533400e+02
34 11181     -6.198700e+02 5.907500e+02
0 11182     -1.230300e+03 7.553800e+02
34 11182     -6.093900e+02 5.921500e+02
0 11183     -1.440120e+03 7.646400e+02
4 11183     -2.031801e+02 5.898800e+02
5 11183     -1.055410e+03 8.644399e+02
7 11183     -1.221850e+03 7.923900e+02
10 11183     -1.587900e+03 6.980005e+01
15 11183     5.439700e+02 4.844800e+02
16 11183     -6.891900e+02 6.350400e+02
19 11183     1.455500e+02 7.729100e+02
20 11183     -1.392550e+03 1.484600e+02
21 11183     -2.119300e+02 -6.141200e+02
34 11183     -7.801700e+02 6.055800e+02
36 11183     8.521100e+02 6.323800e+02
0 11184     -1.506470e+03 7.691100e+02
34 11184     -7.948100e+02 6.107400e+02
0 11185     -1.525780e+03 7.687700e+02
36 11185     8.269100e+02 6.341300e+02
0 11186     -1.401720e+03 7.859985e+00
30 11186     -4.662800e+02 -1.226200e+02
0 11187     -1.384260e+03 1.500000e+01
30 11187     -4.468400e+02 -1.146600e+02
0 11188     1.550210e+03 1.359299e+02
26 11188     5.188700e+02 1.526100e+02
0 11189     1.568530e+03 1.896599e+02
26 11189     5.339500e+02 1.942600e+02
0 11190     1.107020e+03 2.667700e+02
8 11190     2.562000e+02 3.204500e+02
26 11190     1.275000e+02 2.963101e+02
0 11191     1.576250e+03 3.066100e+02
26 11191     5.405300e+02 2.840000e+02
0 11192     -1.493450e+03 3.359299e+02
30 11192     -5.716200e+02 2.388700e+02
0 11193     1.707740e+03 3.533401e+02
26 11193     6.340200e+02 3.148300e+02
0 11194     -7.671600e+02 4.029000e+02
10 11194     -1.175530e+03 -1.995200e+02
15 11194     8.680500e+02 3.096899e+02
30 11194     2.071300e+02 3.684000e+02
0 11195     -7.746300e+02 4.211300e+02
30 11195     1.974800e+02 3.895900e+02
0 11196     -1.194670e+03 4.474299e+02
30 11196     -2.571300e+02 3.753800e+02
0 11197     1.664620e+03 4.539399e+02
26 11197     5.925800e+02 4.169299e+02
0 11198     -7.234600e+02 4.635901e+02
30 11198     2.539800e+02 4.544700e+02
0 11199     -1.582980e+03 6.758400e+02
30 11199     -6.853400e+02 6.213600e+02
0 11200     2.410900e+02 9.493401e+02
26 11200     -1.389001e+01 5.482700e+02
0 11201     -1.588530e+03 3.678700e+02
30 11201     -6.803100e+02 2.759700e+02
0 11202     -1.586670e+03 4.360601e+02
30 11202     -6.804800e+02 3.516400e+02
0 11203     -1.363990e+03 5.468600e+02
30 11203     -4.416300e+02 4.795601e+02
0 11204     -1.358730e+03 6.365100e+02
30 11204     -4.347400e+02 5.769301e+02
1 11205     1.217620e+03 3.231400e+02
25 11205     -2.979200e+02 -2.631600e+02
26 11205     6.341300e+02 2.745400e+02
29 11205     -6.198600e+02 1.525100e+02
1 11206     7.430200e+02 -1.475800e+02
24 11206     7.231995e+01 -1.097200e+02
1 11207     -1.243370e+03 3.881400e+02
33 11207     -9.091800e+02 3.831200e+02
1 11208     -1.055950e+03 6.688300e+02
32 11208     -8.396997e+01 3.155601e+02
1 11209     -1.013360e+03 4.968900e+02
33 11209     -8.202100e+02 4.304900e+02
1 11210     1.073180e+03 -3.530000e+02
29 11210     -7.153500e+02 -2.204400e+02
1 11211     -7.625100e+02 6.592200e+02
33 11211     -7.278600e+02 5.151700e+02
1 11212     9.939399e+02 -2.887900e+02
38 11212     5.852200e+02 -7.059000e+01
1 11213     -3.549500e+02 -1.588400e+02
22 11213     -3.514000e+02 1.486700e+02
31 11213     -1.169330e+03 1.520200e+02
33 11213     -5.778500e+02 1.678201e+02
1 11214     -4.651500e+02 7.576001e+01
33 11214     -6.188900e+02 2.732800e+02
1 11215     1.032370e+03 1.769900e+02
29 11215     -7.230600e+02 8.009003e+01
1 11216     5.303500e+02 -4.154200e+02
38 11216     1.001500e+02 -1.641200e+02
1 11217     7.692100e+02 9.395996e+01
38 11217     3.858900e+02 2.132600e+02
1 11218     -6.105100e+02 1.479299e+02
33 11218     -6.749700e+02 2.980000e+02
1 11219     -5.271400e+02 1.579199e+02
33 11219     -6.409600e+02 3.056799e+02
1 11220     -1.189370e+03 7.649000e+02
32 11220     -1.360100e+02 3.540000e+02
33 11220     -8.891700e+02 5.424100e+02
1 11221     -1.435450e+03 8.041500e+02
32 11221     -2.309200e+02 3.648800e+02
1 11222     1.445830e+03 -3.839100e+02
29 11222     -5.233700e+02 -2.431500e+02
1 11223     9.717900e+02 -3.765699e+02
38 11223     5.633101e+02 -1.356100e+02
1 11224     1.358230e+03 -3.189700e+02
29 11224     -5.653900e+02 -2.068600e+02
1 11225     1.358230e+03 -3.189700e+02
29 11225     -5.653900e+02 -2.068600e+02
1 11226     -5.573300e+02 -3.814001e+01
33 11226     -6.540900e+02 2.165400e+02
38 11226     -6.177200e+02 1.443500e+02
1 11227     -1.110730e+03 5.382007e+01
33 11227     -8.574100e+02 2.431300e+02
1 11228     -5.177100e+02 2.446799e+02
33 11228     -6.377600e+02 3.460601e+02
1 11229     -1.387080e+03 7.998800e+02
33 11229     -9.663600e+02 5.574200e+02
1 11230     9.804900e+02 -5.770000e+02
38 11230     5.682000e+02 -2.816000e+02
1 11231     -3.723800e+02 -4.186200e+02
38 11231     -5.200400e+02 -1.554100e+02
1 11232     5.166500e+02 -4.164900e+02
38 11232     9.009003e+01 -1.639700e+02
1 11233     1.031920e+03 -2.564000e+02
29 11233     -7.363000e+02 -1.655600e+02
1 11234     -4.559900e+02 -1.665100e+02
33 11234     -6.182100e+02 1.618401e+02
1 11235     -1.268101e+02 -1.001000e+02
38 11235     -4.059200e+02 7.500000e+01
1 11236     -5.124100e+02 -3.497998e+01
33 11236     -6.379100e+02 2.194000e+02
1 11237     -8.967100e+02 2.696997e+01
22 11237     -5.395500e+02 1.709900e+02
1 11238     -3.743900e+02 3.272998e+01
22 11238     -3.606700e+02 2.077800e+02
26 11238     -7.840027e+00 1.807100e+02
1 11239     -4.234000e+02 5.334009e+01
33 11239     -6.037100e+02 2.641799e+02
1 11240     -4.599700e+02 6.125000e+01
33 11240     -6.180300e+02 2.658301e+02
1 11241     -3.742000e+02 8.467993e+01
26 11241     -7.739990e+00 2.040000e+02
1 11242     8.137300e+02 1.291599e+02
38 11242     4.355100e+02 2.377000e+02
1 11243     1.161730e+03 1.788800e+02
32 11243     8.614099e+02 1.061400e+02
1 11244     -4.487800e+02 3.103201e+02
33 11244     -6.099900e+02 3.817600e+02
1 11245     -4.193500e+02 3.711100e+02
25 11245     -1.043730e+03 -1.777000e+02
1 11246     -1.115250e+03 5.049800e+02
33 11246     -8.589900e+02 4.312500e+02
1 11247     -1.270570e+03 5.061000e+02
32 11247     -1.663500e+02 2.446400e+02
33 11247     -9.189200e+02 4.322400e+02
1 11248     -1.169860e+03 5.802500e+02
33 11248     -8.810700e+02 4.649399e+02
1 11249     -1.198970e+03 5.993900e+02
32 11249     -1.399000e+02 2.848301e+02
1 11250     -7.610300e+02 6.300400e+02
33 11250     -7.279500e+02 5.026500e+02
1 11251     -1.214970e+03 6.689200e+02
32 11251     -1.447200e+02 3.118101e+02
1 11252     -1.214970e+03 6.689200e+02
32 11252     -1.447200e+02 3.118101e+02
1 11253     -8.962300e+02 7.229000e+02
33 11253     -7.745200e+02 5.320500e+02
1 11254     -1.436000e+03 7.640500e+02
32 11254     -2.306100e+02 3.496500e+02
33 11254     -9.880500e+02 5.428600e+02
1 11255     9.118401e+02 -5.768199e+02
38 11255     5.149800e+02 -2.814000e+02
1 11256     9.319099e+02 -4.942100e+02
38 11256     5.274301e+02 -2.203800e+02
1 11257     5.238500e+02 -3.793500e+02
38 11257     9.628998e+01 -1.368000e+02
1 11258     5.238500e+02 -3.793500e+02
38 11258     9.628998e+01 -1.368000e+02
1 11259     -5.189800e+02 -2.013500e+02
38 11259     -5.981900e+02 1.559000e+01
1 11260     -4.900200e+02 -1.635000e+02
